x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10
915.096,394.779,972.572,542.220,nan,nan,nan,nan,939.496,561.640,1108.955,522.077,878.897,643.305,1048.228,515.459,847.785,525.891,905.539,459.559
913.391,395.111,972.464,542.779,1011.673,561.487,967.864,671.215,940.004,559.835,1108.782,524.926,882.167,647.635,1049.005,513.905,848.035,523.922,905.952,459.165
914.876,394.385,972.327,543.261,1005.719,567.373,970.676,678.399,940.703,558.259,1109.030,525.231,882.017,646.927,1049.489,513.074,848.327,523.147,906.383,458.977
908.605,396.452,972.308,543.237,1009.848,563.034,971.132,678.806,940.868,557.366,1108.951,526.655,881.014,644.635,1049.883,511.514,848.675,522.060,906.704,458.357
911.726,394.953,972.348,543.219,1009.709,563.180,968.937,673.136,941.883,555.038,1108.688,529.641,877.259,638.321,1050.253,511.157,848.933,520.728,907.237,457.782
904.936,397.326,975.077,538.016,1009.456,563.225,972.187,681.248,942.125,554.525,1108.336,532.629,880.177,642.198,1050.085,510.577,849.008,520.795,907.882,456.548
902.557,397.855,975.212,537.900,1010.137,562.893,972.798,682.625,942.746,553.289,1107.451,538.468,879.578,640.700,1050.241,509.817,849.407,519.351,908.308,455.409
900.140,398.526,975.146,538.215,1010.558,562.820,970.188,675.843,943.273,552.157,1107.108,540.259,879.309,639.646,1050.715,509.052,849.726,518.824,908.887,454.456
897.127,399.469,974.831,538.907,1010.483,562.865,970.808,677.323,943.738,551.850,1107.498,537.348,877.935,637.211,1051.184,508.172,849.540,519.482,909.183,454.693
895.902,400.106,974.872,539.428,1010.464,562.945,971.019,678.005,944.408,550.476,1106.578,540.721,877.640,636.088,1051.728,508.258,849.557,519.337,909.444,454.760
894.839,401.219,974.657,540.109,1010.807,562.774,974.369,686.785,944.880,549.594,1105.832,542.869,874.570,630.499,1052.514,507.330,849.433,518.871,910.000,453.257
892.972,402.713,975.677,538.743,1010.988,562.422,972.276,681.595,946.087,547.248,1105.611,543.453,879.386,638.139,1053.312,506.841,849.250,518.503,910.555,452.986
891.483,404.219,974.599,541.056,1012.314,561.064,975.019,688.179,946.193,547.331,1104.866,545.454,876.274,632.335,1054.213,506.538,848.997,518.021,910.673,453.541
890.522,405.036,974.435,541.726,1012.338,561.149,975.480,689.649,946.423,546.541,1104.902,545.483,876.231,631.693,1054.925,506.201,848.972,517.832,911.042,453.104
891.145,404.827,974.741,541.813,1012.964,560.434,975.943,691.118,947.508,543.868,1103.557,548.801,875.607,630.204,1055.138,505.803,849.413,517.531,912.204,450.217
891.989,403.905,974.514,542.591,1012.815,560.604,973.276,684.358,947.900,542.345,1103.261,549.604,875.164,628.942,1055.053,504.044,849.371,516.275,911.937,452.297
888.671,406.530,974.554,543.072,1014.263,558.836,974.005,686.249,948.275,541.050,1102.767,550.678,874.070,626.501,1054.695,503.706,849.413,516.105,912.799,450.953
885.859,408.499,974.375,544.080,1013.735,559.846,976.706,694.075,948.933,538.910,1102.151,551.983,874.551,626.923,1054.776,501.122,849.649,515.340,912.634,453.012
881.503,411.723,974.507,544.416,1015.635,557.571,976.863,694.947,949.288,536.943,1101.556,553.506,873.913,625.197,1054.065,500.282,849.684,514.289,913.536,451.615
878.560,414.041,973.871,545.920,1013.787,560.155,977.058,696.269,949.486,535.650,1101.022,554.568,873.747,624.292,1053.681,499.392,849.793,512.989,913.881,451.716
877.950,413.990,973.969,546.382,1016.096,557.233,977.172,696.545,949.821,534.183,1100.604,555.730,872.960,622.411,1052.911,496.657,850.113,511.479,914.228,452.050
874.457,416.755,973.685,547.463,1016.845,556.495,977.077,697.043,949.844,533.484,1099.886,557.581,872.239,620.802,1052.772,495.855,850.384,512.194,915.032,451.283
869.444,420.202,973.556,548.193,1017.595,555.764,977.633,698.721,949.990,532.191,1098.819,560.182,869.730,615.575,1052.859,495.558,850.967,510.427,915.455,451.405
868.979,420.604,973.211,549.134,1017.606,555.912,977.545,699.179,950.143,530.869,1099.269,559.543,869.259,614.459,1052.703,495.244,850.852,510.532,916.017,450.914
866.384,422.428,973.432,549.163,1017.830,556.048,975.765,693.506,950.150,530.211,1097.595,563.623,872.143,619.306,1052.342,493.710,851.045,511.101,917.349,448.793
858.952,428.237,973.105,549.961,1018.293,555.855,977.466,700.543,950.282,529.203,1097.235,564.410,870.933,616.566,1052.616,493.674,851.564,509.898,918.013,447.889
861.928,425.639,973.095,550.198,1018.492,555.840,975.410,696.422,950.431,527.926,1095.369,568.025,870.478,615.431,1052.788,491.459,851.634,511.085,918.222,448.511
859.739,427.346,973.494,550.190,1017.405,557.173,976.028,703.636,950.697,526.978,1094.772,569.408,873.783,620.567,1053.102,491.541,851.686,511.241,918.414,448.575
857.148,429.587,973.413,550.690,1017.944,556.618,974.854,704.586,951.101,525.921,1094.666,569.629,873.462,619.835,1053.146,489.071,851.862,510.731,919.012,448.082
855.059,431.292,973.601,550.968,1017.697,557.072,973.073,706.679,951.384,524.726,1093.665,571.143,873.353,618.976,1053.673,489.661,852.000,510.151,919.621,447.301
852.637,433.416,973.165,551.958,1017.772,557.092,971.953,706.410,951.833,523.456,1092.955,572.410,871.255,614.936,1053.615,487.382,851.894,509.140,919.791,447.125
851.351,434.504,973.067,552.671,1017.658,557.235,969.904,708.343,952.067,522.538,1091.518,574.453,871.000,614.343,1053.761,486.035,851.901,509.039,920.402,446.505
849.297,436.113,972.805,553.443,1018.276,556.601,968.431,709.178,952.367,522.202,1090.662,575.133,870.963,613.846,1053.757,484.709,851.922,508.739,921.159,445.643
848.202,436.673,972.668,554.132,1018.676,556.267,967.254,709.629,953.099,520.602,1089.548,576.146,866.601,606.492,1054.085,484.379,852.134,507.504,921.307,445.664
845.362,439.547,972.638,554.679,1018.592,556.363,965.734,710.526,953.568,518.834,1088.086,577.948,870.581,612.512,1053.705,481.586,852.161,507.515,921.614,445.373
843.528,441.325,972.666,555.033,1019.299,555.852,964.688,711.013,954.108,517.563,1087.186,578.663,870.636,612.206,1053.932,481.468,852.153,506.663,921.913,445.522
